Comments,Profine_words,No_words_per_comment,No_filtered_words,Is_profine,Avg_profine_per_comment,Avg_profine_per_filter_comment,No_profane_words
its funny to see that youtube disabled the comments on HC speech and not Trump the lefty LIBTARDS dont want to see or hear the Truth,,26,12,0,0,0.0,0
Trump 2020,,2,2,0,0,0.0,0
Everyone here go vote 2020 The imagine the Victory speech then It will Great,,14,10,0,0,0.0,0
The music from the movie Airforce One gave me chillsTrump is that President A Hero,,15,9,0,0,0.0,0
2018 and he done so much Trump  keep up amazing work,,12,5,0,0,0.0,0
Thank you to all the people in Wisconsin Michigan and Pennsylvania who got out and voted for Trump We couldnt have done this without you,,25,8,0,0,0.0,0
One of the best night ever in my life,,9,4,0,0,0.0,0
I remember me and my dad jumping around the living room at 2am in the morning drinking Whisky because we ran out of beer ahahaha One of the greatest memories of my life Best part was I work in local TV news and the reactions of the reporters and anchors was priceless I laughed so hard driving home from work that night,,62,32,0,0,0.0,0
BEST NIGHT  HOW GREAT IT WAS LOVE MY PRESIDENT ,,11,11,0,0,0.0,0
Still gives me the chills God Bless President Trump Im 17 and I cant wait to vote for you in 2020 You are going to win by a landslide,,29,17,0,0,0.0,0
that blond boy looks uncomfortable,,5,3,0,0,0.0,0
GOD BLESS AMERICA I saw this live,,7,5,0,0,0.0,0
I cant get enough of this Thank you God for saving Americaby any means necessary,,15,6,0,0,0.0,0
such a warrior wow,,4,2,0,0,0.0,0
Thats when the American lion woke up again,,8,4,0,0,0.0,0
The most beautiful night ever I will never forget the joy of this moment God bless President Trump Vice President Pence their families and administration God bless America 3,,29,21,0,0,0.0,0
Interesting to watch this over a year later There are noticeable differences between the speech and reality Still wishing President Trump the best of luck,,25,14,0,0,0.0,0
34K TRIGGERED SNOWFLAKES BWAHAHAHAHAHAHAAAAA,,4,4,0,0,0.0,0
This was such a great day MAGA,day,7,4,1,0.14285714285714285,0.25,1
Thank god trump won it was an act of god,trump,10,5,1,0.1,0.2,1
Legendary living legend,,3,3,0,0,0.0,0
Trump 2020 almost as if its live again,,8,3,0,0,0.0,0
Love trump from Philippines,trump,4,3,1,0.25,0.3333333333333333,1
Hahaha drinking liberal tears all day,day,6,5,1,0.16666666666666666,0.2,1
Sorry to keep you waiting complicated business Trmp,,8,5,0,0,0.0,0
A real Leader in power  finally  No more puppets at WH,,13,10,0,0,0.0,0
complicated business gives me chills,,5,3,0,0,0.0,0
November 8 2016 God answered all America LOVERS many prayers Thank God,,12,10,0,0,0.0,0
Liberals still cant believe it HAHAHAHAHA ,,7,4,0,0,0.0,0
Ill be honest Trump his far from perfect but why would I vote for a lying corrupt Clinton,,18,9,0,0,0.0,0
The opening was so cheesy but I loved every bit of it,bit,12,6,1,0.08333333333333333,0.16666666666666666,1
Still Glad he is president Blessings to the USA from Ecuador Keep it strong guys,,15,9,0,0,0.0,0
Best President ,,3,3,0,0,0.0,0
W Donald Trump Italy love you From Italy,,8,7,0,0,0.0,0
Look how happy and humbled Trump was walking to that stage He realizes the position he is now in Godspeed President Trump Make America Great Again,,26,16,0,0,0.0,0
they are chanting U ARE GAY,,6,4,0,0,0.0,0
Im done for Thats the look on his face walking to the podium,,13,5,0,0,0.0,0
Kenyan president out American born in,,6,4,0,0,0.0,0
Im so happy rest ching this because it showed me that America will become great,,15,7,0,0,0.0,0
Still In shock that he won this is too good to be true,,13,6,0,0,0.0,0
The end of the world will happen in 2020 so start preparing for the apocalypse This is a warning stay safe humanity,,22,12,0,0,0.0,0
The best President of the last 30 years period,,9,6,0,0,0.0,0
Gonna be honest I completely forgot who Mike Pence was for a solid second there xD MAGA,,17,11,0,0,0.0,0
Best moment of my life,,5,3,0,0,0.0,0
What a great day this was for America If only there were more global leaders like him,day,17,7,1,0.058823529411764705,0.14285714285714285,1
U S A U S A U S A do it again in Novemer 2018 Love from Canada,"S, S, S",18,13,1,0.16666666666666666,0.23076923076923078,3
Im so proud MAGA,,4,2,0,0,0.0,0
Relive this glorious day in 2020 Reelection with ease Cant wait to see you again on this podium,day,18,9,1,0.05555555555555555,0.1111111111111111,1
Mr President welcome aboard sir,,5,4,0,0,0.0,0
While I enjoy watching this video every time I also feel for poor Barron tostay up all night If I was 10 I just wud hvgone tobed buthe seem to hv handled itwell,,33,23,0,0,0.0,0
Trump 2020,,2,2,0,0,0.0,0
Baron is so cute trying to stay awake I hate it when leftists try to say that hes bored or hates his dad,,23,10,0,0,0.0,0
I was a liberal for 30 years god I was wrong and destroyed by these liberals corrupted people This was as a Canadian the best day of my life,day,29,16,1,0.034482758620689655,0.0625,1
what an epic night i will never forget it Mr President Donald J Trump,,14,9,0,0,0.0,0
I waspraying he would pronounce hillary was officially imprisoned,,9,6,0,0,0.0,0
Bad Decade for Liberals Change Constitution and Make them go to Siberian Labour Camps,,14,9,0,0,0.0,0
Please be careful mrpresident  there has Never been such a concerted effort to attack the potus and the American way of life as is going on now,,28,12,0,0,0.0,0
As a Hillary supporter I am not bitter nor do I hold any sort of grudge I am 26 years old tomorrow and I realize that Ive got a lot of experiences to have in my life before I can really understand what the Trump supporters believed in Honestly Im excited anyway Sure Hillary lost but you know what This is a democracy we vote and the majority rules so hey That being said I wish Trump the best of luck and congratulate him on uniting the vast majority of the United States rather than dividing it So heres to you Donald J Trump you won it fair and square and the stage is yours you talk a mighty big game with America and what we can do with it I just hope you walk an even bigger walk Ive realized that when you dont personally know the other side its a lot easier to vilify them I used to think all Trump supporters were fuckin assholes but then I really talked to a few and had a moment of enlightenment Both sides have complete puckered assholes Theres assholes everywhere but theyre not the majority At the end of the day we all want the same thing dont we We all want our country to prosper and lead the rest of the world by example We all want economic growth and happy citizens dont we Ive met some Hillary supporters that were some real tools fingersintheears tools Hell I even found a few Bernie people who I considered to be stupid fucks for choosing to not vote just because he lost out to Clinton Thats dumb We focused on the wrong things hesaidshesaid stupid trivial shit that divided us and pinned us against oneanother So I just kind said Fuck it Were all here we all want to same thing lets go get it REGARDLESS of who is at the helm,"fuckin, day, shit",321,148,1,0.009345794392523364,0.02027027027027027,3
Hispanics for Trump,,3,2,0,0,0.0,0
Trumph is best thing happen to US n the world,,10,5,0,0,0.0,0
Hillary would have never said anything good about Trump MAGA,,10,4,0,0,0.0,0
When the music plays and he walks out chills,,9,5,0,0,0.0,0
I Love This Country,,4,4,0,0,0.0,0
Whos watching this in 2019 Get ready for 2020 MAGA,,10,7,0,0,0.0,0
Absolutely incredible,,2,2,0,0,0.0,0
Trump is the BEST  Build the Wall now ,,10,6,0,0,0.0,0
Not a bad night I must say,,7,4,0,0,0.0,0
Make America Great Again,,4,4,0,0,0.0,0
Trump seems so moved its so great,,7,3,0,0,0.0,0
Way to go Mr trump  Think your a great man  All the best wishes from Canada ,trump,19,13,1,0.05263157894736842,0.07692307692307693,1
Thats my man,,3,2,0,0,0.0,0
That was a great day,day,5,3,1,0.2,0.3333333333333333,1
I will say that if Trump had made speeches like this during his campaign I wouldve been on board with him and probably voted for him I still have a very hard time taking him seriously But only time will tell if Im right or not,,46,17,0,0,0.0,0
That day found me sobbing like Napoleon for happy times with royalty,day,12,7,1,0.08333333333333333,0.14285714285714285,1
God bless US and EU,,5,4,0,0,0.0,0
Wish he would be English and become the Prime minister of UK,,12,5,0,0,0.0,0
I love the great man MrPresident TrumpGOD blesd himAmen,,9,8,0,0,0.0,0
support from canada god bless mr trump,trump,7,5,1,0.14285714285714285,0.2,1
Never gets old aug 2018,,5,3,0,0,0.0,0
Best vote ill ever cast 3,,6,5,0,0,0.0,0
Who is waiting for this would happen again in 2019,,10,4,0,0,0.0,0
Trump is a real dude Hes the real Donald he is inspirational to a lot of people,,17,9,0,0,0.0,0
I gave up on Trump that night THE MSM HAD ME FOOLED NEVER AGAIN WILL I TAP OUT LOVE TO ALL MY PATRIOTS,,23,19,0,0,0.0,0
is it just me or is playing you cant always get what you want the biggest troll ever,,18,4,0,0,0.0,0
The single greatest night of our lives as Americans,,9,6,0,0,0.0,0
By Farthe greatest night in American politics,,7,6,0,0,0.0,0
Makes me tear up every time I come back to watch this,,12,5,0,0,0.0,0
I am a Democrat but donald trump has done a tremendous job,trump,12,6,1,0.08333333333333333,0.16666666666666666,1
,,1,1,0,0,0.0,0
Am I the only one looking for crazy liberal comments,,10,5,0,0,0.0,0
Was Mr Trump about to cry At the beginning God Bless the United States of America and the PresidentElect Donald J Trump,,22,14,0,0,0.0,0
